target,X1,X2,X3,X4,X5,X6,X7
,-0.546168395143658,,47.063304804886016,1.6113703994608364,-65.8821368300821,0,-16.672864872445082
47.735389272129886,3.074316584188429,-2.835999723362262,49.39664915373322,0.2619979854953968,-66.57071563233845,0,-6.664599349901316
,-1.4855312745606621,-13.102536952356338,42.36799145150677,3.991557857903365,-67.10801372205916,8,-30.790961838037397
908.2022086451796,6.907396346888554,-0.30896665005027946,57.22878657455154,0.2567713052280122,-66.18126640908416,5,-0.7260716276181568
1640.4618631556139,1.9167877291621715,3.460289502659956,51.703374634519314,2.4637895347885514,-65.14366275683678,5,8.131680331250896
750.1976346152316,1.0902319140191934,1.2569701527827604,50.290722097317364,1.4779496581739946,-58.63765664619007,5,2.953879859039487
1042.9396288332894,1.1452746194198595,2.3543935912898073,51.60192554602531,3.9689265873617496,-60.46675775634168,5,5.532824939531047
1199.2782213596263,3.000451842831381,2.309746277130051,43.75402711023256,0.04413279353958032,-70.80563808586162,5,5.42790375125562
719.2303508478269,6.867982238637072,0.5350714347564394,51.05608032533468,8.494889556531271,-48.85929196339252,0,1.2574178716776325
,1.676010987045955,-5.238362065870004,50.831210029413256,3.191848583879314,-66.10074842816651,5,-12.31015085479451
,-0.3335456070796665,-2.7322139798304867,45.42792275170508,5.193929477962951,-65.66085139286707,8,-6.420702852601644
,2.009244401315092,-8.37340871316862,51.853154120472425,1.4401882704913251,-66.56377157018707,0,-19.67751047594626
34.73069315030735,5.811563235297443,-3.131649903743533,45.21882494560302,2.578054397234431,-70.13900866855302,5,-7.359377273797302
2682.757047116928,4.248872606918465,5.597416644729863,44.73673673428997,3.9491527464940006,-64.19916744379563,8,13.15392911511518
,1.9903586485611533,-6.480468310073224,55.314563312992924,5.05674766318808,-62.31042279544445,5,-15.229100528672078
,1.090687132836699,-3.924719884531309,59.23166500246444,0.9099671949443102,-57.91723134507219,8,-9.223091728648576
,-2.42307188735931,-3.6903534427698785,48.46873124154813,0.1356808813627884,-59.10116016278356,8,-8.672330590509215
,1.5061055439845252,-3.803218567114924,51.012660952151926,3.5447366864343333,-63.9994853921103,0,-8.937563632720073
,1.1970568312338905,-6.273007170363688,45.4791851013043,0.2394214815658546,-64.23642657492849,0,-14.741566850354667
,0.6393517270098563,-6.251030313534501,48.71188738203177,0.6066535648320934,-61.04784012864799,8,-14.689921236806077
