x1,x2,target
1.9342236754812103,-0.1118223626695175,1
1.7673829116248054,-0.9764017237543899,1
0.9371007724678764,-0.08563321991058026,1
1.3407317861651464,0.16696012778313224,1
-0.19990088480981227,-0.1552039330210721,1
1.3838939814286277,-0.2291708906314633,1
0.33058476762210587,0.014516535344017326,1
1.0562324829020562,1.1106810929257231,0
0.6013277680508655,0.734158336761323,0
-0.8263172036185177,0.6014539252848956,0
-0.08344977076374357,1.3371236343088344,0
-1.1741879890261981,0.9031813264938706,0
-0.41749052430274763,1.4166494466634056,0
0.1103225459093608,-0.6815450405228175,1
0.6834942741409837,-1.1945056880642477,1
-0.031141436907905155,0.659517412020449,1
-0.6088643632068647,-0.04304690783388959,0
0.4777116450630457,1.0156367538978492,1
-0.29468252923716115,0.4483191277727253,1
1.8246859808959257,-0.2862916097860318,1
0.003925300839915713,0.8128948710933879,0
-0.08496241459376613,0.766155925571242,0
-0.9208913522342593,0.8780880019504982,0
1.2894670767489032,0.5532381290148092,0
1.2834541738852745,0.17566232372489005,1
-0.14932548917169183,0.952501524558359,0
-0.0892318575281135,0.496531645559328,1
0.18492001796683155,-1.1377614600699713,1
1.004111064833274,-0.8139385505970999,1
-0.18126311146981544,0.378665863476752,1
0.38193076933390563,1.0084657632429435,0
0.9992311601661973,0.10365470047135503,0
0.8477416879854367,-1.1610599274998448,1
-0.4627050456862549,0.8958727417159782,0
1.5159065834685785,0.0788689951092207,1
1.9649214040393168,-0.22778709763601881,1
0.8595364600449082,1.0344660159323682,0
0.7903432537457898,0.8793062689112081,0
1.7801741556569426,-0.03861519440791,1
0.9936646463035367,0.1744766384330086,0
-0.7577801902425199,0.6982657807706579,0
-0.006106871177513268,-0.11192496991638566,1
1.057111705051085,-0.9797089621434165,1
0.2888041701714249,0.02820509044458616,1
-1.4559971910201608,0.09568417197350773,0
0.6019602916642119,-0.18542037605082645,0
1.0647811252538344,0.012911588817167696,1
0.2771108749755181,0.7953013551075134,0
0.3642124480794894,-0.8546963348903749,1
2.093685482696217,0.43727973121282426,1
-0.695877552814522,1.0191985012486906,0
-0.6744417307712316,0.646199394105697,0
1.0050637449898754,-0.2951554076839975,1
-1.1631048039261898,0.9161883237936859,0
1.7762333727828434,0.3112348157108107,1
1.7932937600051042,-0.5896514618502102,1
0.6272028670923595,-0.6480804461540055,1
